категория,тип_запроса,домен,тип,used_count,total_count,usage_rate
baby care,брендовый,market.yandex.ru,маркетплейс,30,41,73.2
baby care,брендовый,detmir.ru,маркетплейс,23,32,71.9
baby care,брендовый,ozon.ru,маркетплейс,23,35,65.7
baby care,брендовый,apteka.ru,перекуп,13,23,56.5
baby care,брендовый,wildberries.ru,маркетплейс,11,22,50.0
baby care,брендовый,votonia.ru,перекуп,10,11,90.9
baby care,брендовый,megapteka.ru,перекуп,9,14,64.3
baby care,брендовый,gorzdrav.org,перекуп,8,17,47.1
baby care,брендовый,aptekiplus.ru,перекуп,7,8,87.5
baby care,брендовый,uteka.ru,перекуп,7,15,46.7
baby care,брендовый,eapteka.ru,перекуп,4,8,50.0
baby care,брендовый,pinkiss.ru,обзор,4,6,66.7
baby care,брендовый,vc.ru,обзор,4,8,50.0
baby care,брендовый,votonia.ru,маркетплейс,4,4,100.0
baby care,брендовый,zdravcity.ru,перекуп,4,5,80.0
baby care,брендовый,deti.mail.ru,обзор,3,6,50.0
baby care,брендовый,goldapple.ru,маркетплейс,3,7,42.9
baby care,брендовый,huggies.ru,сайт бренда,3,5,60.0
baby care,брендовый,baby.ru,обзор,2,2,100.0
baby care,брендовый,bestproducts.mail.ru,обзор,2,4,50.0
baby care,брендовый,c9m.ru,экспертный ресурс,2,2,100.0
baby care,брендовый,comfer.ru,перекуп,2,2,100.0
baby care,брендовый,dtf.ru,обзор,2,6,33.3
baby care,брендовый,edadeal.ru,обзор,2,4,50.0
baby care,брендовый,goldapple.ru,перекуп,2,3,66.7
baby care,брендовый,irecommend.ru,форум,2,3,66.7
baby care,брендовый,kabrita.ru,обзор,2,3,66.7
baby care,брендовый,kmmedcenter.com,экспертный ресурс,2,3,66.7
baby care,брендовый,kp.ru,обзор,2,4,50.0
baby care,брендовый,planetazdorovo.ru,перекуп,2,6,33.3
baby care,брендовый,reviews.yandex.ru,форум,2,2,100.0
baby care,брендовый,tanoshi-club.com,обзор,2,3,66.7
baby care,брендовый,votonia.ru,обзор,2,2,100.0
baby care,брендовый,vsekroham.ru,перекуп,2,2,100.0
baby care,брендовый,66.ru,обзор,1,2,50.0
baby care,брендовый,aptstore.ru,перекуп,1,1,100.0
baby care,брендовый,auchan.ru,маркетплейс,1,1,100.0
baby care,брендовый,cgemo-istra.ru,экспертный ресурс,1,3,33.3
baby care,брендовый,cgemo-serpuhov.ru,экспертный ресурс,1,3,33.3
baby care,брендовый,dctec.ru,обзор,1,1,100.0
baby care,брендовый,dzen.ru,обзор,1,3,33.3
baby care,брендовый,gooddoctor.ru,экспертный ресурс,1,1,100.0
baby care,брендовый,gramota.ru,экспертный ресурс,1,1,100.0
baby care,брендовый,ink-market.ru,обзор,1,1,100.0
baby care,брендовый,kapital.kz,обзор,1,1,100.0
baby care,брендовый,lavka.yandex.ru,маркетплейс,1,2,50.0
baby care,брендовый,markakakachestva.ru,обзор,1,1,100.0
baby care,брендовый,miloserdie.ru,обзор,1,1,100.0
baby care,брендовый,nappyclub.ru,сайт бренда,1,3,33.3
baby care,брендовый,novorojdenie.ru,обзор,1,1,100.0
baby care,брендовый,nutrilak.com,обзор,1,3,33.3
baby care,брендовый,officemag.ru,маркетплейс,1,1,100.0
baby care,брендовый,otvet.mail.ru,форум,1,1,100.0
baby care,брендовый,perekrestok.ru,обзор,1,1,100.0
baby care,брендовый,perekrestok.ru,перекуп,1,1,100.0
baby care,брендовый,rigla.ru,перекуп,1,2,50.0
baby care,брендовый,samokat.ru,маркетплейс,1,1,100.0
baby care,брендовый,stolichki.ru,перекуп,1,2,50.0
baby care,брендовый,tenchat.ru,обзор,1,1,100.0
baby care,брендовый,vn1.ru,перекуп,1,1,100.0
baby care,брендовый,vsekroham.ru,обзор,1,3,33.3
baby care,брендовый,zdorov.ru,перекуп,1,1,100.0
baby care,брендовый,5ka.ru,обзор,0,1,0.0
baby care,брендовый,5ka.ru,перекуп,0,1,0.0
baby care,брендовый,akusherstvo.ru,экспертный ресурс,0,1,0.0
baby care,брендовый,aredi.ru,перекуп,0,1,0.0
baby care,брендовый,artemka37.ru,обзор,0,2,0.0
baby care,брендовый,avito.ru,маркетплейс,0,1,0.0
baby care,брендовый,avito.ru,перекуп,0,1,0.0
baby care,брендовый,babyblog.ru,обзор,0,2,0.0
baby care,брендовый,boobl-goom.ru,обзор,0,1,0.0
baby care,брендовый,budzdorov.ru,перекуп,0,1,0.0
baby care,брендовый,cdek.shopping,перекуп,0,1,0.0
baby care,брендовый,comfer.ru,обзор,0,2,0.0
baby care,брендовый,cyberforum.ru,форум,0,1,0.0
baby care,брендовый,deti-clinica.ru,экспертный ресурс,0,1,0.0
baby care,брендовый,dino-rhino.ru,сайт бренда,0,1,0.0
baby care,брендовый,dobrota.ru,обзор,0,1,0.0
baby care,брендовый,fastbox.su,перекуп,0,2,0.0
baby care,брендовый,happybaby.ru,обзор,0,2,0.0
baby care,брендовый,kao.com,сайт бренда,0,2,0.0
baby care,брендовый,kartridge.org,обзор,0,1,0.0
baby care,брендовый,liberica.by,обзор,0,2,0.0
baby care,брендовый,lisa.ru,обзор,0,1,0.0
baby care,брендовый,markakachestva.ru,обзор,0,1,0.0
baby care,брендовый,megamarket.ru,маркетплейс,0,3,0.0
baby care,брендовый,momfy.ru,обзор,0,1,0.0
baby care,брендовый,momlovesbest.com,обзор,0,1,0.0
baby care,брендовый,nestlebaby.ru,обзор,0,1,0.0
baby care,брендовый,novex.ru,обзор,0,3,0.0
baby care,брендовый,nutriclub.ru,обзор,0,1,0.0
baby care,брендовый,onlinetrade.ru,маркетплейс,0,1,0.0
baby care,брендовый,onlinetrade.ru,перекуп,0,1,0.0
baby care,брендовый,otzovik.com,форум,0,1,0.0
baby care,брендовый,pampers.ae,сайт бренда,0,1,0.0
baby care,брендовый,pampers.com,сайт бренда,0,2,0.0
baby care,брендовый,perekrestok.ru,маркетплейс,0,2,0.0
baby care,брендовый,pikabu.ru,форум,0,1,0.0
baby care,брендовый,reviews.yandex.ru,маркетплейс,0,1,0.0
baby care,брендовый,reviews.yandex.ru,обзор,0,2,0.0
baby care,брендовый,ru.wikihow.com,обзор,0,2,0.0
baby care,брендовый,seniopt.ru,сайт бренда,0,2,0.0
baby care,брендовый,sima-land.ru,обзор,0,1,0.0
baby care,брендовый,vsekroham.ru,маркетплейс,0,1,0.0
baby care,брендовый,wikihow.com,обзор,0,1,0.0
baby care,категорийный,ozon.ru,маркетплейс,25,31,80.6
baby care,категорийный,market.yandex.ru,маркетплейс,24,29,82.8
baby care,категорийный,wildberries.ru,маркетплейс,19,23,82.6
baby care,категорийный,detmir.ru,маркетплейс,11,14,78.6
baby care,категорийный,deti.mail.ru,обзор,8,11,72.7
baby care,категорийный,apteka.ru,перекуп,7,10,70.0
baby care,категорийный,vc.ru,обзор,7,11,63.6
baby care,категорийный,irecommend.ru,форум,6,11,54.5
baby care,категорийный,megamarket.ru,маркетплейс,6,9,66.7
baby care,категорийный,comfer.ru,перекуп,5,5,100.0
baby care,категорийный,otzovik.com,форум,5,7,71.4
baby care,категорийный,bestproducts.mail.ru,обзор,4,4,100.0
baby care,категорийный,planetazdorovo.ru,перекуп,4,5,80.0
baby care,категорийный,dtf.ru,обзор,3,4,75.0
baby care,категорийный,pikabu.ru,обзор,3,5,60.0
baby care,категорийный,dzen.ru,обзор,2,3,66.7
baby care,категорийный,gorzdrav.org,перекуп,2,6,33.3
baby care,категорийный,kp.ru,обзор,2,3,66.7
baby care,категорийный,t-j.ru,обзор,2,4,50.0
baby care,категорийный,www.ozon.ru,маркетплейс,2,3,66.7
baby care,категорийный,actions.5ka.ru,перекуп,1,1,100.0
baby care,категорийный,akusherstvo.ru,экспертный ресурс,1,2,50.0
baby care,категорийный,babyblog.ru,обзор,1,3,33.3
baby care,категорийный,babyblog.ru,форум,1,2,50.0
baby care,категорийный,ccd77.ru,перекуп,1,1,100.0
baby care,категорийный,dixy.ru,перекуп,1,1,100.0
baby care,категорийный,forum.baby.ru,форум,1,2,50.0
baby care,категорийный,gigienashop.ru,перекуп,1,1,100.0
baby care,категорийный,health.mail.ru,обзор,1,1,100.0
baby care,категорийный,huggies.az,сайт бренда,1,1,100.0
baby care,категорийный,kabrita.ru,обзор,1,1,100.0
baby care,категорийный,laroche-posay.ru,сайт бренда,1,1,100.0
baby care,категорийный,lavka.yandex.ru,маркетплейс,1,1,100.0
baby care,категорийный,lenta.com,перекуп,1,1,100.0
baby care,категорийный,markakachestva.ru,обзор,1,1,100.0
baby care,категорийный,medaboutme.ru,экспертный ресурс,1,1,100.0
baby care,категорийный,mk.ru,обзор,1,1,100.0
baby care,категорийный,momlovesbest.com,обзор,1,6,16.7
baby care,категорийный,nappyclub.ru,перекуп,1,2,50.0
baby care,категорийный,nutrilak.com,сайт бренда,1,1,100.0
baby care,категорийный,ok.ru,форум,1,1,100.0
baby care,категорийный,online.metro-cc.ru,перекуп,1,1,100.0
baby care,категорийный,onlinetrade.ru,перекуп,1,1,100.0
baby care,категорийный,otvet.mail.ru,форум,1,1,100.0
baby care,категорийный,ozerki.ru,перекуп,1,1,100.0
baby care,категорийный,pikabu.ru,форум,1,3,33.3
baby care,категорийный,pinkiss.ru,обзор,1,2,50.0
baby care,категорийный,pro-palliativ.ru,экспертный ресурс,1,1,100.0
baby care,категорийный,promo.habr.com,обзор,1,1,100.0
baby care,категорийный,promokod.com,обзор,1,1,100.0
baby care,категорийный,promokod.pikabu.ru,обзор,1,1,100.0
baby care,категорийный,promokod.pikabu.ru,перекуп,1,2,50.0
baby care,категорийный,promokod.tbank.ru,обзор,1,1,100.0
baby care,категорийный,promokodi.net,обзор,1,1,100.0
baby care,категорийный,promokodi.net,перекуп,1,1,100.0
baby care,категорийный,promokodus.com,обзор,1,1,100.0
baby care,категорийный,promokodus.com,перекуп,1,1,100.0
baby care,категорийный,reviews.yandex.ru,обзор,1,1,100.0
baby care,категорийный,reviews.yandex.ru,форум,1,1,100.0
baby care,категорийный,rutube.ru,обзор,1,1,100.0
baby care,категорийный,spb.uteka.ru,перекуп,1,1,100.0
baby care,категорийный,uteka.ru,перекуп,1,2,50.0
baby care,категорийный,vitaexpress.ru,перекуп,1,1,100.0
baby care,категорийный,votonia.ru,перекуп,1,2,50.0
baby care,категорийный,vprok.ru,маркетплейс,1,1,100.0
baby care,категорийный,www.kp.ru,обзор,1,1,100.0
baby care,категорийный,www.rbc.ru,обзор,1,1,100.0
baby care,категорийный,zdravcity.ru,перекуп,1,1,100.0
baby care,категорийный,agora-market.ru,перекуп,0,1,0.0
baby care,категорийный,aliexpress.ru,маркетплейс,0,1,0.0
baby care,категорийный,aptekiplus.ru,перекуп,0,1,0.0
baby care,категорийный,artemka37.ru,обзор,0,1,0.0
baby care,категорийный,auchan.ru,маркетплейс,0,1,0.0
baby care,категорийный,baby.ru,экспертный ресурс,0,1,0.0
baby care,категорийный,bolshoyvopros.ru,форум,0,1,0.0
baby care,категорийный,chudo-trusiki.ru,обзор,0,1,0.0
baby care,категорийный,edadeal.ru,обзор,0,2,0.0
baby care,категорийный,gloryes.ru,обзор,0,1,0.0
baby care,категорийный,goldapple.ru,перекуп,0,1,0.0
baby care,категорийный,happybaby.ru,обзор,0,1,0.0
baby care,категорийный,health.mail.ru,экспертный ресурс,0,1,0.0
baby care,категорийный,kuper.ru,перекуп,0,1,0.0
baby care,категорийный,lenta.com,маркетплейс,0,2,0.0
baby care,категорийный,msbaby.ru,обзор,0,1,0.0
baby care,категорийный,mykunder.com,обзор,0,1,0.0
baby care,категорийный,nappyclub.ru,обзор,0,1,0.0
baby care,категорийный,nappyclub.ru,сайт бренда,0,1,0.0
baby care,категорийный,nelaton.ru,перекуп,0,1,0.0
baby care,категорийный,nutriclub.ru,сайт бренда,0,1,0.0
baby care,категорийный,nutrilak.com,экспертный ресурс,0,1,0.0
baby care,категорийный,nversia.ru,обзор,0,1,0.0
baby care,категорийный,online.globus.ru,перекуп,0,1,0.0
baby care,категорийный,ozon.ru,обзор,0,1,0.0
baby care,категорийный,pepper.ru,перекуп,0,2,0.0
baby care,категорийный,pikadil.ru,обзор,0,1,0.0
baby care,категорийный,pikadil.ru,перекуп,0,1,0.0
baby care,категорийный,promokodoff.ru,обзор,0,1,0.0
baby care,категорийный,rskrf.ru,экспертный ресурс,0,1,0.0
baby care,категорийный,sima-land.ru,обзор,0,1,0.0
baby care,категорийный,stoletov.ru,перекуп,0,1,0.0
baby care,категорийный,stolichki.ru,перекуп,0,2,0.0
baby care,категорийный,tekhnik.top,обзор,0,1,0.0
baby care,категорийный,vk.com,обзор,0,1,0.0
baby care,категорийный,vk.com,форум,0,7,0.0
baby care,категорийный,vn1.ru,перекуп,0,1,0.0
baby care,категорийный,woman.ru,форум,0,1,0.0
baby care,категорийный,yandex.ru,обзор,0,1,0.0
baby care,категорийный,youtube.com,обзор,0,1,0.0
baby care,консультационный,deti.mail.ru,обзор,19,29,65.5
baby care,консультационный,vc.ru,обзор,18,32,56.2
baby care,консультационный,kp.ru,обзор,11,17,64.7
baby care,консультационный,huggies.ru,сайт бренда,8,12,66.7
baby care,консультационный,edadeal.ru,обзор,6,8,75.0
baby care,консультационный,t-j.ru,обзор,6,7,85.7
baby care,консультационный,detmir.ru,маркетплейс,5,10,50.0
baby care,консультационный,ozon.ru,маркетплейс,5,23,21.7
baby care,консультационный,pikabu.ru,форум,5,9,55.6
baby care,консультационный,32dgp.ru,экспертный ресурс,4,4,100.0
baby care,консультационный,dtf.ru,обзор,4,17,23.5
baby care,консультационный,health.mail.ru,обзор,4,5,80.0
baby care,консультационный,nutrilak.com,экспертный ресурс,4,6,66.7
baby care,консультационный,pikabu.ru,обзор,4,7,57.1
baby care,консультационный,babyblog.ru,форум,3,7,42.9
baby care,консультационный,megamarket.ru,маркетплейс,3,5,60.0
baby care,консультационный,megapteka.ru,перекуп,3,8,37.5
baby care,консультационный,vitaexpress.ru,перекуп,3,5,60.0
baby care,консультационный,akusherstvo.ru,экспертный ресурс,2,3,66.7
baby care,консультационный,bestproducts.mail.ru,обзор,2,2,100.0
baby care,консультационный,comfer.ru,обзор,2,3,66.7
baby care,консультационный,dzen.ru,обзор,2,9,22.2
baby care,консультационный,halvacard.ru,обзор,2,2,100.0
baby care,консультационный,lahtajunior.ru,обзор,2,2,100.0
baby care,консультационный,markakachestva.ru,обзор,2,3,66.7
baby care,консультационный,market.yandex.ru,маркетплейс,2,13,15.4
baby care,консультационный,medaboutme.ru,экспертный ресурс,2,2,100.0
baby care,консультационный,mykunder.com,обзор,2,2,100.0
baby care,консультационный,tekhnik.top,обзор,2,2,100.0
baby care,консультационный,tenchat.ru,обзор,2,2,100.0
baby care,консультационный,www.huggies.ru,сайт бренда,2,2,100.0
baby care,консультационный,7days.ru,обзор,1,1,100.0
baby care,консультационный,alterego.spb.ru,экспертный ресурс,1,1,100.0
baby care,консультационный,apteka.ru,перекуп,1,2,50.0
baby care,консультационный,baby-sleep.ru,обзор,1,1,100.0
baby care,консультационный,bolshoyvopros.ru,форум,1,1,100.0
baby care,консультационный,boobl-goom.ru,обзор,1,1,100.0
baby care,консультационный,curekid.ru,обзор,1,1,100.0
baby care,консультационный,forum.baby.ru,форум,1,2,50.0
baby care,консультационный,halvacard.ru,экспертный ресурс,1,1,100.0
baby care,консультационный,huggies.kg,сайт бренда,1,2,50.0
baby care,консультационный,irecommend.ru,форум,1,9,11.1
baby care,консультационный,joonies.ru,сайт бренда,1,1,100.0
baby care,консультационный,kmmedcenter.com,экспертный ресурс,1,2,50.0
baby care,консультационный,lahtajunior.ru,экспертный ресурс,1,1,100.0
baby care,консультационный,m.ok.ru,форум,1,1,100.0
baby care,консультационный,media.halvacard.ru,обзор,1,1,100.0
baby care,консультационный,momlovesbest.com,обзор,1,14,7.1
baby care,консультационный,mustela-ru.com,сайт бренда,1,1,100.0
baby care,консультационный,nutrilak.com,обзор,1,4,25.0
baby care,консультационный,otzovik.com,форум,1,5,20.0
baby care,консультационный,pansionatgorka.ru,экспертный ресурс,1,1,100.0
baby care,консультационный,pinkiss.ru,обзор,1,2,50.0
baby care,консультационный,planetazdorovo.ru,перекуп,1,1,100.0
baby care,консультационный,sima-land.ru,перекуп,1,3,33.3
baby care,консультационный,vk.com,форум,1,10,10.0
baby care,консультационный,wildberries.ru,маркетплейс,1,3,33.3
baby care,консультационный,woman.rambler.ru,обзор,1,1,100.0
baby care,консультационный,www.kp.ru,обзор,1,1,100.0
baby care,консультационный,www.sima-land.ru,обзор,1,3,33.3
baby care,консультационный,1dmc.ru,экспертный ресурс,0,2,0.0
baby care,консультационный,baby.ru,обзор,0,1,0.0
baby care,консультационный,babyblog.ru,обзор,0,9,0.0
baby care,консультационный,babyplan.ru,форум,0,1,0.0
baby care,консультационный,chudo-trusiki.ru,обзор,0,1,0.0
baby care,консультационный,doctu.ru,экспертный ресурс,0,1,0.0
baby care,консультационный,dom-prestarelyh.ru,обзор,0,1,0.0
baby care,консультационный,forbes.com,обзор,0,1,0.0
baby care,консультационный,gorzdrav.org,перекуп,0,3,0.0
baby care,консультационный,gorzdrav.org,экспертный ресурс,0,1,0.0
baby care,консультационный,health.mail.ru,экспертный ресурс,0,3,0.0
baby care,консультационный,homecare-shop.ru,обзор,0,2,0.0
baby care,консультационный,homecare-shop.ru,перекуп,0,1,0.0
baby care,консультационный,mag.103.by,обзор,0,1,0.0
baby care,консультационный,medaboutme.ru,обзор,0,2,0.0
baby care,консультационный,nestlebaby.ru,обзор,0,2,0.0
baby care,консультационный,nestlebaby.ru,сайт бренда,0,2,0.0
baby care,консультационный,otvet.mail.ru,форум,0,2,0.0
baby care,консультационный,pansionatgorka.ru,обзор,0,1,0.0
baby care,консультационный,reviews.yandex.ru,обзор,0,1,0.0
baby care,консультационный,ryazan.kp.ru,обзор,0,2,0.0
baby care,консультационный,seniopt.ru,сайт бренда,0,1,0.0
baby care,консультационный,sima-land.ru,обзор,0,4,0.0
baby care,консультационный,smdoctor.ru,экспертный ресурс,0,1,0.0
baby care,консультационный,sonmalysha.ru,экспертный ресурс,0,1,0.0
baby care,консультационный,sprosivracha.com,экспертный ресурс,0,3,0.0
baby care,консультационный,uteka.ru,перекуп,0,1,0.0
baby care,консультационный,uteka.ru,экспертный ресурс,0,1,0.0
baby care,консультационный,woman.ru,форум,0,2,0.0
baby care,консультационный,www.babyblog.ru,обзор,0,2,0.0
baby care,консультационный,www.detmir.ru,маркетплейс,0,2,0.0
baby care,консультационный,www.nestlebaby.ru,сайт бренда,0,1,0.0
baby care,консультационный,www.ozon.ru,маркетплейс,0,3,0.0
baby care,консультационный,www.ryazan.kp.ru,обзор,0,2,0.0
baby care,сравнительный,deti.mail.ru,обзор,19,23,82.6
baby care,сравнительный,vc.ru,обзор,6,15,40.0
baby care,сравнительный,t-j.ru,обзор,5,7,71.4
baby care,сравнительный,bestproducts.mail.ru,обзор,4,4,100.0
baby care,сравнительный,ozon.ru,маркетплейс,4,13,30.8
baby care,сравнительный,dtf.ru,обзор,3,5,60.0
baby care,сравнительный,dzen.ru,обзор,3,6,50.0
baby care,сравнительный,market.yandex.ru,маркетплейс,3,11,27.3
baby care,сравнительный,megapteka.ru,перекуп,3,11,27.3
baby care,сравнительный,pikabu.ru,обзор,3,5,60.0
baby care,сравнительный,pikabu.ru,форум,3,5,60.0
baby care,сравнительный,baby.ru,обзор,2,2,100.0
baby care,сравнительный,c9m.ru,экспертный ресурс,2,2,100.0
baby care,сравнительный,edadeal.ru,обзор,2,3,66.7
baby care,сравнительный,huggies.ru,сайт бренда,2,2,100.0
baby care,сравнительный,markakachestva.ru,обзор,2,2,100.0
baby care,сравнительный,megamarket.ru,маркетплейс,2,3,66.7
baby care,сравнительный,www.huggies.uz,сайт бренда,2,2,100.0
baby care,сравнительный,babyblog.ru,обзор,1,4,25.0
baby care,сравнительный,babyblog.ru,форум,1,5,20.0
baby care,сравнительный,boobl-goom.ru,обзор,1,1,100.0
baby care,сравнительный,detmir.ru,маркетплейс,1,3,33.3
baby care,сравнительный,gorzdrav.org,экспертный ресурс,1,1,100.0
baby care,сравнительный,kmmedcenter.com,экспертный ресурс,1,1,100.0
baby care,сравнительный,o-krohe.ru,обзор,1,1,100.0
baby care,сравнительный,otzovik.com,форум,1,4,25.0
baby care,сравнительный,stolichki.ru,перекуп,1,4,25.0
baby care,сравнительный,tanoshi-club.com,сайт бренда,1,1,100.0
baby care,сравнительный,tekhnik.top,обзор,1,1,100.0
baby care,сравнительный,tenchat.ru,обзор,1,2,50.0
baby care,сравнительный,vk.com,обзор,1,4,25.0
baby care,сравнительный,www.rbc.ru,обзор,1,1,100.0
baby care,сравнительный,cgemo-istra.ru,экспертный ресурс,0,2,0.0
baby care,сравнительный,cgemo-serpuhov.ru,экспертный ресурс,0,2,0.0
baby care,сравнительный,dtf.ru,форум,0,1,0.0
baby care,сравнительный,edadeal.ru,перекуп,0,1,0.0
baby care,сравнительный,forum.baby.ru,форум,0,1,0.0
baby care,сравнительный,gorzdrav.org,перекуп,0,2,0.0
baby care,сравнительный,irecommend.ru,форум,0,2,0.0
baby care,сравнительный,jupon-pantalon.ru,обзор,0,1,0.0
baby care,сравнительный,kp.ru,обзор,0,3,0.0
baby care,сравнительный,m.nn.ru,форум,0,1,0.0
baby care,сравнительный,momlovesbest.com,обзор,0,10,0.0
baby care,сравнительный,nutrilak.com,экспертный ресурс,0,2,0.0
baby care,сравнительный,otvet.mail.ru,форум,0,1,0.0
baby care,сравнительный,philips.promo.page,сайт бренда,0,1,0.0
baby care,сравнительный,rbc.ru,обзор,0,1,0.0
baby care,сравнительный,rigla.ru,перекуп,0,1,0.0
baby care,сравнительный,sima-land.ru,обзор,0,1,0.0
baby care,сравнительный,sima-land.ru,перекуп,0,2,0.0
baby care,сравнительный,uteka.ru,экспертный ресурс,0,1,0.0
baby care,сравнительный,vk.com,форум,0,2,0.0
baby care,сравнительный,www.kp.ru,обзор,0,2,0.0
baby care,сравнительный,www.ozon.ru,маркетплейс,0,2,0.0
baby care,сравнительный,www.rigla.ru,перекуп,0,2,0.0
hair care,брендовый,market.yandex.ru,маркетплейс,51,58,87.9
hair care,брендовый,ozon.ru,маркетплейс,27,35,77.1
hair care,брендовый,poryadok.ru,перекуп,27,31,87.1
hair care,брендовый,goldapple.ru,перекуп,16,28,57.1
hair care,брендовый,wildberries.ru,маркетплейс,15,19,78.9
hair care,брендовый,apteka.ru,перекуп,11,18,61.1
hair care,брендовый,uteka.ru,перекуп,9,12,75.0
hair care,брендовый,cosmetic.magnit.ru,перекуп,7,12,58.3
hair care,брендовый,megamarket.ru,маркетплейс,6,10,60.0
hair care,брендовый,zdravcity.ru,перекуп,6,8,75.0
hair care,брендовый,eapteka.ru,перекуп,5,8,62.5
hair care,брендовый,online.metro-cc.ru,перекуп,5,5,100.0
hair care,брендовый,otzovik.com,форум,5,11,45.5
hair care,брендовый,parfum-lider.ru,перекуп,5,6,83.3
hair care,брендовый,rutube.ru,обзор,5,5,100.0
hair care,брендовый,irecommend.ru,форум,4,8,50.0
hair care,брендовый,lavka.yandex.ru,маркетплейс,4,5,80.0
hair care,брендовый,lenta.com,маркетплейс,4,6,66.7
hair care,брендовый,lenta.com,перекуп,4,5,80.0
hair care,брендовый,onlinetrade.ru,перекуп,4,5,80.0
hair care,брендовый,usmall.ru,перекуп,4,4,100.0
hair care,брендовый,dixy.ru,перекуп,3,3,100.0
hair care,брендовый,dzen.ru,обзор,3,4,75.0
hair care,брендовый,goldapple.ru,маркетплейс,3,9,33.3
hair care,брендовый,r-ulybka.ru,перекуп,3,3,100.0
hair care,брендовый,vkusvill.ru,маркетплейс,3,4,75.0
hair care,брендовый,cdek.shopping,перекуп,2,4,50.0
hair care,брендовый,cosmetic.magnit.ru,маркетплейс,2,4,50.0
hair care,брендовый,genius.com,обзор,2,4,50.0
hair care,брендовый,m.onlinetrade.ru,перекуп,2,2,100.0
hair care,брендовый,megapteka.ru,перекуп,2,3,66.7
hair care,брендовый,mm.ru,маркетплейс,2,2,100.0
hair care,брендовый,online.metro-cc.ru,маркетплейс,2,2,100.0
hair care,брендовый,onlinetrade.ru,маркетплейс,2,2,100.0
hair care,брендовый,perekrestok.ru,перекуп,2,2,100.0
hair care,брендовый,reviews.yandex.ru,маркетплейс,2,3,66.7
hair care,брендовый,reviews.yandex.ru,обзор,2,3,66.7
hair care,брендовый,reviews.yandex.ru,форум,2,2,100.0
hair care,брендовый,vk.com,форум,2,2,100.0
hair care,брендовый,vkusvill.ru,перекуп,2,3,66.7
hair care,брендовый,www.youtube.com,обзор,2,3,66.7
hair care,брендовый,yandex.ru,обзор,2,4,50.0
hair care,брендовый,beloris.ru,перекуп,1,1,100.0
hair care,брендовый,dixy.ru,маркетплейс,1,1,100.0
hair care,брендовый,global.podrygka.ru,перекуп,1,2,50.0
hair care,брендовый,loc.at.by,обзор,1,1,100.0
hair care,брендовый,lovelylanguage.ru,обзор,1,1,100.0
hair care,брендовый,mm.ru,перекуп,1,1,100.0
hair care,брендовый,mp3ferz.cc,обзор,1,1,100.0
hair care,брендовый,muzmind.org,обзор,1,1,100.0
hair care,брендовый,my.mail.ru,обзор,1,1,100.0
hair care,брендовый,online.globus.ru,маркетплейс,1,1,100.0
hair care,брендовый,online.globus.ru,перекуп,1,1,100.0
hair care,брендовый,pantene.com,сайт бренда,1,1,100.0
hair care,брендовый,planetazdorovo.ru,перекуп,1,2,50.0
hair care,брендовый,podrygka.ru,перекуп,1,3,33.3
hair care,брендовый,supersimple.com,обзор,1,1,100.0
hair care,брендовый,supersimple.com,сайт бренда,1,1,100.0
hair care,брендовый,vk.com,обзор,1,4,25.0
hair care,брендовый,wooordhunt.ru,обзор,1,1,100.0
hair care,брендовый,www.bolshoyvopros.ru,форум,1,1,100.0
hair care,брендовый,www.onlinetrade.ru,перекуп,1,1,100.0
hair care,брендовый,www.ozon.ru,маркетплейс,1,1,100.0
hair care,брендовый,www.r-ulybka.ru,перекуп,1,1,100.0
hair care,брендовый,zvu4no.org,обзор,1,1,100.0
hair care,брендовый,apteka-april.ru,перекуп,0,4,0.0
hair care,брендовый,av.ru,маркетплейс,0,1,0.0
hair care,брендовый,avito.ru,перекуп,0,1,0.0
hair care,брендовый,boowaandkwala.fandom.com,обзор,0,1,0.0
hair care,брендовый,context.reverso.net,обзор,0,1,0.0
hair care,брендовый,elize.ru,перекуп,0,1,0.0
hair care,брендовый,eshe.club,перекуп,0,2,0.0
hair care,брендовый,forhims.co.uk,обзор,0,1,0.0
hair care,брендовый,goldapple.ru,обзор,0,1,0.0
hair care,брендовый,novex.ru,перекуп,0,1,0.0
hair care,брендовый,nsportal.ru,обзор,0,1,0.0
hair care,брендовый,otvet.mail.ru,форум,0,1,0.0
hair care,брендовый,pinkamuz.pro,обзор,0,1,0.0
hair care,брендовый,translate.yandex.ru,обзор,0,1,0.0
hair care,брендовый,vimeo.com,обзор,0,2,0.0
hair care,брендовый,ya.ru,обзор,0,1,0.0
hair care,брендовый,youtube.com,обзор,0,4,0.0
hair care,брендовый,zoo-discont.ru,перекуп,0,1,0.0
hair care,брендовый,zumus.ru,перекуп,0,1,0.0
hair care,категорийный,ozon.ru,маркетплейс,24,35,68.6
hair care,категорийный,market.yandex.ru,маркетплейс,20,25,80.0
hair care,категорийный,lady.mail.ru,обзор,16,21,76.2
hair care,категорийный,wildberries.ru,маркетплейс,14,22,63.6
hair care,категорийный,kp.ru,обзор,10,17,58.8
hair care,категорийный,apteka.ru,перекуп,7,8,87.5
hair care,категорийный,letu.ru,перекуп,6,9,66.7
hair care,категорийный,vc.ru,обзор,5,14,35.7
hair care,категорийный,goldapple.ru,перекуп,4,9,44.4
hair care,категорийный,dtf.ru,обзор,3,5,60.0
