категория,тип_запроса,домен,тип,used_count,total_count,usage_rate
oral care,сравнительный,dialog.ru,обзор,0,1,0.0
oral care,сравнительный,dinastiya-dent.ru,экспертный ресурс,0,1,0.0
oral care,сравнительный,doctorslon.ru,обзор,0,1,0.0
oral care,сравнительный,doctorslon.ru,перекуп,0,3,0.0
oral care,сравнительный,drbreket.ru,экспертный ресурс,0,1,0.0
oral care,сравнительный,eurodent.kz,экспертный ресурс,0,1,0.0
oral care,сравнительный,eurokappa.moscow,экспертный ресурс,0,1,0.0
oral care,сравнительный,familia-dental.ru,экспертный ресурс,0,1,0.0
oral care,сравнительный,fixstom.ru,экспертный ресурс,0,2,0.0
oral care,сравнительный,gde.doctor,экспертный ресурс,0,1,0.0
oral care,сравнительный,gmsdental.ru,экспертный ресурс,0,1,0.0
oral care,сравнительный,gorzdrav.org,перекуп,0,1,0.0
oral care,сравнительный,gutaclinic.ru,экспертный ресурс,0,2,0.0
oral care,сравнительный,impulse-device.ru,обзор,0,2,0.0
oral care,сравнительный,impulse-device.ru,сайт бренда,0,1,0.0
oral care,сравнительный,irecommend.ru,форум,0,1,0.0
oral care,сравнительный,king-smile.ru,экспертный ресурс,0,1,0.0
oral care,сравнительный,letu.ru,маркетплейс,0,1,0.0
oral care,сравнительный,linesmile.ru,экспертный ресурс,0,1,0.0
oral care,сравнительный,market.yandex.ru,маркетплейс,0,6,0.0
oral care,сравнительный,medaboutme.ru,экспертный ресурс,0,1,0.0
oral care,сравнительный,momlovesbest.com,обзор,0,1,0.0
oral care,сравнительный,mvideo.ru,перекуп,0,1,0.0
oral care,сравнительный,onlinetrade.ru,перекуп,0,1,0.0
oral care,сравнительный,otzovik.com,форум,0,3,0.0
oral care,сравнительный,paloma-blanca.ru,экспертный ресурс,0,3,0.0
oral care,сравнительный,reviews.yandex.ru,форум,0,1,0.0
oral care,сравнительный,revyline.ru,сайт бренда,0,1,0.0
oral care,сравнительный,rutube.ru,обзор,0,1,0.0
oral care,сравнительный,sm-stomatology.ru,экспертный ресурс,0,2,0.0
oral care,сравнительный,smile-expert.moscow,экспертный ресурс,0,1,0.0
oral care,сравнительный,star-smile.ru,экспертный ресурс,0,1,0.0
oral care,сравнительный,startsmileshop.ru,перекуп,0,1,0.0
oral care,сравнительный,stomatkas.ru,экспертный ресурс,0,1,0.0
oral care,сравнительный,tech.onliner.by,обзор,0,1,0.0
oral care,сравнительный,ultratrade.ru,обзор,0,1,0.0
oral care,сравнительный,uteka.ru,обзор,0,1,0.0
oral care,сравнительный,vm-dental.ru,экспертный ресурс,0,1,0.0
oral care,сравнительный,vseinstrumenti.ru,обзор,0,1,0.0
oral care,сравнительный,wildberries.ru,маркетплейс,0,1,0.0
oral care,сравнительный,www.6750000.ru,экспертный ресурс,0,1,0.0
oral care,сравнительный,www.gmsdental.ru,экспертный ресурс,0,1,0.0
oral care,сравнительный,www.ixbt.com,обзор,0,1,0.0
oral care,сравнительный,www.novadent.ru,экспертный ресурс,0,2,0.0
oral care,сравнительный,www.ozon.ru,маркетплейс,0,3,0.0
oral care,сравнительный,xi.express,обзор,0,1,0.0
oral care,сравнительный,zdoroviemed.ru,экспертный ресурс,0,4,0.0
oral care,сравнительный,элайнер.рф,экспертный ресурс,0,1,0.0
